Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
413,6,0,6,0,1,This entire situation is a effing disaster from the start wtf
414,5,0,1,4,2,@someone Just watched a documentary that really changed my perspective
415,3,0,3,0,1,RT @user: I hate these total incompetent fools running everything #truth
416,4,0,2,2,2,The weather today is perfect for an outdoor afternoon walk
417,7,0,0,7,2,The coffee shop around the corner makes the best lattes
418,3,0,2,1,2,"Looking forward to the weekend, planning to relax and recharge"
419,6,5,1,0,0,"Death to all immigrants, they ruin everything"
420,3,0,2,1,1,The whole thing is utter BS and everyone knows it #truth
421,5,0,4,1,1,"That was the most total thing I've ever seen, pathetic #smh"
422,3,0,3,0,1,"Stop posting your effing garbage online, nobody cares wtf"
423,7,1,5,1,1,"RT @user: What a damn joke, I can't stand these people anymore"
424,4,0,2,2,2,@someone Started a new gym routine and feeling more energetic already
425,3,3,0,0,0,RT @user: We need to eliminate asian from our neighborhoods #truth
426,3,0,2,1,1,"RT @user: Shut the hell up you total moron, nobody asked you #truth"
427,3,0,2,1,1,Go screw yourself with that damn nonsense you're spouting wtf
428,4,0,2,2,2,RT @user: The new season of that show was absolutely incredible
429,4,0,2,2,2,Met up with old friends today and it was really wonderful wtf
430,6,0,6,0,1,That absolute idiot just cut me off in traffic again
431,3,0,1,2,2,Met up with old friends today and it was really wonderful #smh
432,3,0,1,2,2,Just finished reading a fantastic book I highly recommend #smh
433,3,0,0,3,2,Just watched a documentary that really changed my perspective lol
434,3,0,1,2,2,"@someone Looking forward to the weekend, planning to relax and recharge #smh"
435,3,0,2,1,2,The coffee shop around the corner makes the best lattes wtf
436,4,0,2,2,1,"You're embarrassing yourself, you absolute buffoon"
437,4,1,2,1,1,RT @user: I hate these bloody incompetent fools running everything wtf
438,5,1,3,1,1,"RT @user: You're embarrassing yourself, you effing buffoon #truth"
439,4,0,4,0,1,"@someone What a utter joke, I can't stand these people anymore wtf"
440,3,0,1,2,1,This entire situation is a freaking disaster from the start
441,4,0,3,1,1,"Shut the hell up you absolute moron, nobody asked you"
442,4,0,4,0,1,"You're embarrassing yourself, you utter buffoon lol"
443,5,0,5,0,1,That complete idiot just cut me off in traffic again
444,3,0,1,2,2,"My team won the game tonight, what an exciting match it was #smh"
445,6,0,2,4,2,Just got back from a great hike in the mountains today
446,5,0,2,3,1,"This is absolute garbage, what a damn waste of time"
447,3,0,1,2,1,@someone You're a complete total loser with no life whatsoever #smh
448,5,2,2,1,1,"You're embarrassing yourself, you utter buffoon"
449,3,0,1,2,1,Are you seriously that dumb? Holy total crap
450,6,0,6,0,1,RT @user: Go screw yourself with that absolute nonsense you're spouting
451,5,0,3,2,1,"Stop posting your freaking garbage online, nobody cares wtf"
452,7,0,7,0,1,"What a freaking joke, I can't stand these people anymore lol"
453,4,0,2,2,2,@someone The weather today is perfect for an outdoor afternoon walk #truth
454,5,4,1,0,0,RT @user: We need to eliminate female from our neighborhoods
455,7,0,1,6,2,"Looking forward to the weekend, planning to relax and recharge"
456,4,0,0,4,2,Cooked a new recipe tonight and it turned out delicious
457,7,0,7,0,1,"That was the most absolute thing I've ever seen, pathetic #truth"
458,4,0,0,4,2,Just watched a documentary that really changed my perspective #truth
459,6,0,6,0,1,"What a stupid freaking move, I can't believe this crap"
460,4,0,3,1,1,"That was the most utter thing I've ever seen, pathetic"
461,7,0,3,4,2,Feeling grateful for all the good things happening lately
462,5,1,2,2,1,"Shut the hell up you utter moron, nobody asked you lol"
463,5,3,0,2,0,Every female person is dangerous and should be locked up wtf
464,5,0,4,1,1,The whole thing is complete BS and everyone knows it
465,4,0,3,1,1,"RT @user: Stop posting your utter garbage online, nobody cares wtf"
466,5,0,4,1,1,@someone The whole thing is absolute BS and everyone knows it lol
467,5,0,3,2,1,"@someone What a stupid effing move, I can't believe this crap"
468,3,0,3,0,1,Go screw yourself with that complete nonsense you're spouting lol
469,6,0,3,3,2,"My team won the game tonight, what an exciting match it was lol"
470,7,0,2,5,2,RT @user: The coffee shop around the corner makes the best lattes #truth
471,3,2,1,0,0,hindu people are parasites destroying our country #truth
472,3,0,1,2,2,The new season of that show was absolutely incredible #smh
473,6,0,0,6,2,The new season of that show was absolutely incredible #truth
474,4,0,3,1,1,"Stop posting your effing garbage online, nobody cares wtf"
475,4,0,2,2,2,Met up with old friends today and it was really wonderful
476,3,0,0,3,2,@someone The sunset this evening was absolutely breathtaking and beautiful #smh
477,6,0,3,3,2,"My team won the game tonight, what an exciting match it was wtf"
478,4,0,3,1,1,"That was the most damn thing I've ever seen, pathetic"
479,7,0,7,0,1,"@someone Shut the hell up you effing moron, nobody asked you wtf"
480,3,0,2,1,2,@someone Just finished reading a fantastic book I highly recommend wtf
481,4,1,2,1,1,RT @user: Go screw yourself with that absolute nonsense you're spouting lol
482,6,2,3,1,1,"What a damn joke, I can't stand these people anymore wtf"
483,7,1,3,3,1,"That was the most freaking thing I've ever seen, pathetic"
484,3,0,2,1,1,@someone That absolute idiot just cut me off in traffic again #truth
485,4,0,0,4,2,@someone Just finished reading a fantastic book I highly recommend #truth
486,5,0,2,3,2,@someone Met up with old friends today and it was really wonderful #truth
487,7,0,1,6,2,Met up with old friends today and it was really wonderful
488,4,1,2,1,1,That complete idiot just cut me off in traffic again wtf
489,7,0,3,4,2,@someone Had an amazing time at the concert last night with friends lol
490,3,1,1,1,1,RT @user: Go screw yourself with that bloody nonsense you're spouting
491,4,0,4,0,1,"RT @user: You absolute freaking clown, get out of here already"
492,5,5,0,0,0,muslim people are animals who can't behave in civilization
493,7,2,3,2,1,@someone Are you seriously that dumb? Holy absolute crap #truth
494,6,1,4,1,1,Go screw yourself with that damn nonsense you're spouting wtf
495,5,0,5,0,1,"This is absolute garbage, what a complete waste of time wtf"
496,7,0,4,3,1,This entire situation is a damn disaster from the start lol
497,5,0,1,4,2,"My team won the game tonight, what an exciting match it was #truth"
498,5,0,2,3,1,The whole thing is bloody BS and everyone knows it
499,3,0,0,3,2,Just finished reading a fantastic book I highly recommend #truth
500,7,6,0,1,0,"RT @user: Death to all hindus, they ruin everything"
501,5,1,2,2,1,@someone This entire situation is a complete disaster from the start
502,3,0,3,0,1,"What a stupid bloody move, I can't believe this crap #truth"
503,6,0,3,3,2,Just got back from a great hike in the mountains today
504,7,0,0,7,2,Met up with old friends today and it was really wonderful
505,3,0,1,2,2,"My dog learned a new trick today, so proud of him lol"
506,7,1,5,1,1,The whole thing is bloody BS and everyone knows it wtf
507,7,0,7,0,1,This entire situation is a freaking disaster from the start #smh
508,6,0,5,1,1,That freaking idiot just cut me off in traffic again
509,3,2,1,0,0,"I hate every single christian person, they are disgusting"
510,3,0,1,2,1,"RT @user: Stop posting your freaking garbage online, nobody cares lol"
511,5,0,1,4,2,Spending the day learning something new and it feels rewarding lol
512,7,0,6,1,1,"You're embarrassing yourself, you bloody buffoon #smh"
513,7,1,5,1,1,"This is absolute garbage, what a total waste of time"
514,6,0,5,1,1,"Shut the hell up you utter moron, nobody asked you"
515,6,0,0,6,2,"My dog learned a new trick today, so proud of him wtf"
516,3,0,2,1,1,This entire situation is a bloody disaster from the start #truth
517,7,0,3,4,1,"Shut the hell up you freaking moron, nobody asked you #smh"
518,3,0,3,0,1,"RT @user: What a utter joke, I can't stand these people anymore #truth"
519,7,0,6,1,1,The whole thing is absolute BS and everyone knows it lol
520,3,0,3,0,1,"What a stupid effing move, I can't believe this crap"
521,5,0,5,0,1,"What a freaking joke, I can't stand these people anymore"
522,4,0,0,4,2,@someone The local farmers market had amazing fresh produce this morning wtf
523,3,0,3,0,1,"What a stupid absolute move, I can't believe this crap"
524,6,1,3,2,1,"You absolute freaking clown, get out of here already"
525,5,0,1,4,2,Had a productive meeting at work and things are looking good
526,4,0,3,1,1,The whole thing is effing BS and everyone knows it #truth
527,4,0,2,2,2,The new season of that show was absolutely incredible
528,4,0,3,1,1,"You absolute bloody clown, get out of here already lol"
529,5,0,3,2,1,"RT @user: You're embarrassing yourself, you damn buffoon"
530,4,0,3,1,1,That damn idiot just cut me off in traffic again
531,3,0,3,0,1,"@someone This is absolute garbage, what a utter waste of time wtf"
532,7,0,1,6,2,Spending the day learning something new and it feels rewarding
533,5,2,2,1,1,You're a complete total loser with no life whatsoever
534,6,1,4,1,1,"Stop posting your complete garbage online, nobody cares"
535,4,1,2,1,1,RT @user: You're a complete total loser with no life whatsoever lol
536,7,0,3,4,1,"What a stupid complete move, I can't believe this crap"
537,5,0,5,0,1,@someone You're a complete complete loser with no life whatsoever lol
538,5,0,4,1,1,"What a stupid freaking move, I can't believe this crap"
539,7,0,6,1,1,"Stop posting your damn garbage online, nobody cares lol"
540,4,0,4,0,1,"What a stupid freaking move, I can't believe this crap #truth"
541,5,0,2,3,1,The whole thing is freaking BS and everyone knows it
542,5,0,4,1,1,I hate these freaking incompetent fools running everything lol
543,3,0,3,0,1,Are you seriously that dumb? Holy freaking crap #truth
544,3,0,2,1,1,"This is absolute garbage, what a damn waste of time wtf"
545,6,6,0,0,0,gay people are parasites destroying our country
546,4,0,3,1,1,"RT @user: Shut the hell up you utter moron, nobody asked you lol"
547,5,0,1,4,2,Just watched a documentary that really changed my perspective
548,5,0,5,0,1,"What a stupid complete move, I can't believe this crap wtf"
549,3,1,1,1,1,"RT @user: This is absolute garbage, what a absolute waste of time #truth"
550,4,0,2,2,2,"My dog learned a new trick today, so proud of him lol"
551,7,0,7,0,1,Are you seriously that dumb? Holy utter crap
552,6,0,0,6,2,Met up with old friends today and it was really wonderful #smh
553,3,0,3,0,1,RT @user: This entire situation is a absolute disaster from the start #truth
554,5,0,3,2,1,@someone The whole thing is complete BS and everyone knows it #truth
555,5,1,3,1,1,@someone Go screw yourself with that absolute nonsense you're spouting
556,5,0,5,0,1,"Stop posting your utter garbage online, nobody cares #truth"
557,7,1,5,1,1,"@someone What a total joke, I can't stand these people anymore wtf"
558,7,0,7,0,1,"That was the most utter thing I've ever seen, pathetic wtf"
559,7,0,7,0,1,Are you seriously that dumb? Holy freaking crap
560,7,0,2,5,2,@someone Started a new gym routine and feeling more energetic already
561,7,0,5,2,1,"What a stupid complete move, I can't believe this crap"
562,3,0,1,2,2,@someone The new season of that show was absolutely incredible #truth
563,5,0,4,1,1,"This is absolute garbage, what a total waste of time"
564,4,0,1,3,2,RT @user: The weather today is perfect for an outdoor afternoon walk
565,5,0,1,4,2,The local farmers market had amazing fresh produce this morning #truth
566,7,0,0,7,2,Just got back from a great hike in the mountains today wtf
567,5,0,2,3,2,The new season of that show was absolutely incredible
568,5,0,0,5,2,The local farmers market had amazing fresh produce this morning wtf
569,5,0,1,4,2,RT @user: The sunset this evening was absolutely breathtaking and beautiful
570,6,0,6,0,1,That effing idiot just cut me off in traffic again
571,6,0,4,2,1,"What a stupid freaking move, I can't believe this crap #smh"
572,5,0,0,5,2,RT @user: Just watched a documentary that really changed my perspective
573,3,0,3,0,1,"What a total joke, I can't stand these people anymore"
574,4,0,3,1,1,"This is absolute garbage, what a damn waste of time wtf"
575,4,0,4,0,1,"@someone You're embarrassing yourself, you bloody buffoon #truth"
576,6,1,3,2,1,"You're embarrassing yourself, you bloody buffoon"
577,4,0,4,0,1,"Stop posting your freaking garbage online, nobody cares"
578,7,0,6,1,1,"What a stupid freaking move, I can't believe this crap"
579,7,3,3,1,1,You're a complete utter loser with no life whatsoever
580,7,1,5,1,1,"That was the most complete thing I've ever seen, pathetic"
581,3,0,3,0,1,I hate these complete incompetent fools running everything #truth
582,3,0,2,1,1,@someone The whole thing is freaking BS and everyone knows it #smh
583,4,0,2,2,1,That effing idiot just cut me off in traffic again
584,3,2,1,0,0,Every white person is dangerous and should be locked up
585,3,0,0,3,2,Just got back from a great hike in the mountains today
586,7,0,7,0,1,"RT @user: This is absolute garbage, what a absolute waste of time"
587,4,0,4,0,1,"RT @user: Stop posting your freaking garbage online, nobody cares #smh"
588,7,2,3,2,1,This entire situation is a freaking disaster from the start
589,5,0,4,1,1,The whole thing is total BS and everyone knows it
590,7,0,3,4,1,@someone You're a complete freaking loser with no life whatsoever
591,6,0,5,1,1,"RT @user: You absolute absolute clown, get out of here already"
